"brand","product","product_type","ingredient","p_id","i_id","n_ingre","n_product","mp_count","mp_percent"
"ZAO Make-up - essence of nature","French manucure 642 Beige","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",206,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","French manucure 643 Rose","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",207,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 644 Noir","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",428,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 650 Rouge carmin","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",429,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 651 Prune","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",430,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 653 Bleu nuit","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",431,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 654 Rose bonbon","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",432,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 655 Nude","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",433,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 656 Corail","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",434,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 657 Rose fuchsia","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",435,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 658 Champagne ros<U+00A8><U+00A6>","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",436,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 659 Cerise noire","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",437,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 660 Vert d'eau","Nails","none",438,36,0,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 661 Fuchsia","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",439,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 662 Rose poudr<U+00A8><U+00A6>","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",440,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 663 Framboise","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",441,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 664 P<U+00A8><U+00BA>che fizz","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",442,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Top coat paillette 665","Nails","Polyethylene Terephthalate",420,69,3,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Top coat paillette 665","Nails","Polyurethane-33",420,84,3,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Top coat paillette 665","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",420,9,3,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 666 Bleu canard","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",443,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 667 Rose amarante","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",444,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 668 Rouge passion","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",445,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 669 Orange boh<U+00A8><U+00A8>me","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",446,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 670 Bleu gris","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",447,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 671 Bois de rose","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",448,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 672 Rose ballerine","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",449,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 673 Hypnose","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",450,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 674 Pomme d<U+00A1><U+00AF>amour","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",451,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 675 Rose givr<U+00A8><U+00A6>","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",452,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 676 Biscay bay","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",453,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Vernis <U+00A8><U+00A4> ongles : 677 La vie en rose","Nails","Adipic acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer",454,9,1,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Eau Dissolvante 100 ml *** : 690","Nails","none",162,36,0,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Eau Dissolvante 100 ml *** : 689","Nails","none",161,36,0,36,4,0.111111111111111
"ZAO Make-up - essence of nature","Huile D<U+00A8><U+00A6>maquillante 100 ml ***","Face Makeup","none",234,36,0,72,72,1
"ZAO Make-up - essence of nature","Eau Micellaire 120 ml ***","Face Makeup","none",163,36,0,72,72,1
"ZAO Make-up - essence of nature","Mousse Nettoyante 100 ml ***","Face Makeup","none",272,36,0,72,72,1
"ZAO Make-up - essence of nature","Lait D<U+00A8><U+00A6>maquillant Yeux 50 ml ***","Eye Makeup","none",245,36,0,6,2,0.333333333333333
"ZAO Make-up - essence of nature","Voile scintillant 50 ml ***","Face Makeup","none",456,36,0,72,72,1
"ZAO Make-up - essence of nature","Touche Lumi<U+00A8><U+00A8>re de Teint 721 Ros<U+00A8><U+00A6> *","Face Makeup","none",422,36,0,72,72,1
"ZAO Make-up - essence of nature","Touche Lumi<U+00A8><U+00A8>re de Teint 722 Sable *","Face Makeup","none",423,36,0,72,72,1
"ZAO Make-up - essence of nature","Touche Lumi<U+00A8><U+00A8>re de Teint 723 P<U+00A8><U+00BA>che *","Face Makeup","none",424,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 728 Tr<U+00A8><U+00A8>s clair ocre *","Face Makeup","none",177,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 729 Tr<U+00A8><U+00A8>s clair ivoire ros<U+00A8><U+00A6> *","Face Makeup","none",178,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 730 Ivoire *","Face Makeup","none",179,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 731 Abricot *","Face Makeup","none",180,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 732 P<U+00A8><U+00A6>tale de rose *","Face Makeup","none",181,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 733 Neutre *","Face Makeup","none",182,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 734 Cappuccino *","Face Makeup","none",183,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 735 Chocolat *","Face Makeup","none",184,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 736 Topaze *","Face Makeup","none",185,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 737 Bronze *","Face Makeup","none",186,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 738 Noisette *","Face Makeup","none",187,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 739 Caroube *","Face Makeup","none",188,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 740 Acajou sombre *","Face Makeup","none",189,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint compact 741 Moka *","Face Makeup","none",190,36,0,72,72,1
"ZAO Make-up - essence of nature","Base Prim'Hydra 751***","Face Makeup","none",73,36,0,72,72,1
"ZAO Make-up - essence of nature","BB cream (Tube 30 ml) 760 Clair ***","Face Makeup","none",78,36,0,72,72,1
"ZAO Make-up - essence of nature","BB cream (Tube 30 ml) 761 M<U+00A8><U+00A6>dium ***","Face Makeup","none",79,36,0,72,72,1
"ZAO Make-up - essence of nature","BB cream (Tube 30 ml) 762 Hal<U+00A8><U+00A6> ***","Face Makeup","none",80,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 771 Beige cr<U+00A8><U+00A8>me ***","Face Makeup","none",191,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 772 Beige dor<U+00A8><U+00A6> ***","Face Makeup","none",192,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 773 Beige sable ***","Face Makeup","none",193,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 774 Beige miel ***","Face Makeup","none",194,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 775 M<U+00A8><U+00A6>dium abricot ***","Face Makeup","none",195,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 776 Medium Chocolat au lait ***","Face Makeup","none",196,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 777 Medium praline ***","Face Makeup","none",197,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 778 Hal<U+00A8><U+00A6> Cappuccino ***","Face Makeup","none",198,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 779 Hal<U+00A8><U+00A6> camel ***","Face Makeup","none",199,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 780 Hal<U+00A8><U+00A6> tiramisu ***","Face Makeup","none",200,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 781 Hal<U+00A8><U+00A6> muscade ***","Face Makeup","none",201,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 782 Brun Chocolat ***","Face Makeup","none",202,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 783 Brun Caf<U+00A8><U+00A6> ***","Face Makeup","none",203,36,0,72,72,1
"ZAO Make-up - essence of nature","Fond de teint stick 784 Brun <U+00A8><U+00A6>b<U+00A8><U+00A8>ne ***","Face Makeup","none",204,36,0,72,72,1
"ZAO Make-up - essence of nature","Anticerne fluide 791 Beige porcelaine ***","Face Makeup","none",28,36,0,72,72,1
"ZAO Make-up - essence of nature","Anticerne fluide 792 Beige Sable ***","Face Makeup","none",29,36,0,72,72,1
"ZAO Make-up - essence of nature","Anticerne fluide 793 Medium abricot ***","Face Makeup","none",30,36,0,72,72,1
"ZAO Make-up - essence of nature","Anticerne fluide 794 Medium cappuccino ***","Face Makeup","none",31,36,0,72,72,1
"ZAO Make-up - essence of nature","Anticerne fluide 795 Hal<U+00A8><U+00A6> noisette ***","Face Makeup","none",32,36,0,72,72,1
"ZAO Make-up - essence of nature","Anticerne fluide 796 Hal<U+00A8><U+00A6> tiramisu ***","Face Makeup","none",33,36,0,72,72,1
"ZAO Make-up - essence of nature","Anticerne fluide 796 Hal<U+00A8><U+00A6> tiramisu ***","Face Makeup","none",33,36,0,72,72,1
